YDH,Load
1622717,728.201
1622718,733.928
1622719,748.905
1622720,765.119
1622721,789.892
1622722,803.304
1622723,805.559
1622800,810.221
1622801,759.089
1622802,693.218
1622803,640.096
1622804,596.42
1622805,573.464
1622806,560.732
1622807,555.035
1622808,568.54
1622809,599.933
1622810,652.329
1622811,702.386
1622812,722.027
1622813,727.673
1622814,722.309
1622815,717.131
1622816,713.285
1622817,719.826
1622818,724.886
1622819,728.804
1622820,745.545
1622821,762.832
1622822,766.786
1622823,772.882
1622900,778.775
1622901,726.515
1622902,659.296
1622903,602.509
1622904,565.655
1622905,542.615
1622906,528.149
1622907,519.617
1622908,536.189
1622909,567.092
1622910,620.601
1622911,673.187
1622912,698.93
1622913,715.042
1622914,733.154
1622915,726.775
1622916,728.529
1622917,745.598
1622918,756.74
1622919,751.828
1622920,750.628
1622921,758.615
1622922,754.536
1622923,759.328
1623000,756.636
1623001,718.517
1623002,667.427
1623003,624.555
1623004,591.615
1623005,575.06
1623006,561.392
1623007,555.749
1623008,568.738
1623009,592.812
1623010,647.433
1623011,695.543
1623012,719.469
1623013,721.081
1623014,725.556
1623015,718.97
1623016,697.795
1623017,690.236
1623018,672.244
1623019,674.311
1623020,688.986
1623021,718.751
1623022,731.42
1623023,741.102
1623100,748.927
1623101,705.564
1623102,643.986
1623103,588.691
1623104,550.758
1623105,526.836
1623106,516.105
1623107,513.504
1623108,530.466
1623109,562.79
1623110,622.595
1623111,674.625
1623112,696.027
1623113,693.206
1623114,692.386
1623115,693.291
1623116,698.902
1623117,723.252
1623118,733.06
1623119,738.349
1623120,749.914
1623121,758.778
1623122,768.174
1623123,772.312
1623200,781.844
1623201,738.117
1623202,671.862
1623203,614.14
1623204,571.846
1623205,548.362
1623206,534.984
1623207,527.548
1623208,540.34
1623209,566.146
1623210,619.021
1623211,664.964
1623212,675.644
1623213,666.023
1623214,664.895
1623215,667.848
1623216,660.641
1623217,668.861
1623218,673.356
1623219,679.358
1623220,696.465
1623221,717.779
1623222,735.927
1623223,732.636
1623300,735.141
1623301,693.782
1623302,630.898
1623303,574.867
1623304,535.351
1623305,509.662
1623306,496.998
1623307,486.757
1623308,487.783
1623309,502.623
1623310,533.236
1623311,556.434
1623312,571.859
1623313,576.176
1623314,576.962
1623315,581.004
1623316,589.964
1623317,599.907
1623318,612.481
1623319,631.022
1623320,664.189
1623321,699.26
1623322,720.111
1623323,728.226
1623400,738.697
1623401,700.305
1623402,654.739
1623403,609.143
1623404,570.385
1623405,550.604
1623406,538.363
1623407,530.186
1623408,530.483
1623409,540.886
1623410,562.856
1623411,588.299
1623412,616.554
1623413,644.121
1623414,638.816
1623415,644.011
1623416,655.709
1623417,666.21
1623418,682.422
1623419,703.669
1623420,731.674
1623421,753.249
1623422,753.54
1623423,752.531
1623500,741.734
1623501,690.52
1623502,631.528
1623503,592.413
1623504,553.272
1623505,534.108
1623506,517.719
1623507,511.761
1623508,527.593
1623509,555.693
1623510,611.488
1623511,648.641
1623512,662.048
1623513,658.68
1623514,649.977
1623515,644.225
1623516,629.042
1623517,627.11
1623518,619.256
1623519,621.289
1623520,631.793
1623521,649.324
1623522,664.185
1623523,679.498
1623600,682.75
1623601,635.815
1623602,573.528
1623603,525.653
1623604,492.293
1623605,474.617
1623606,464.578
1623607,461.143
1623608,479.322
1623609,509.902
1623610,570.148
1623611,609.137
1623612,600.525
1623613,584.927
1623614,585.067
1623615,590.02
1623616,585.63
1623617,595.547
1623618,601.582
1623619,618.18
1623620,644.373
1623621,676.952
1623622,701.636
1623623,714.839
1623700,719.694
1623701,671.076
1623702,608.654
1623703,559.377
1623704,528.213
1623705,505.378
1623706,495.217
1623707,492.131
1623708,510.527
1623709,538.712
1623710,600.22
1623711,641.552
1623712,642.947
1623713,633.884
1623714,638.575
1623715,646.046
1623716,656.468
1623717,676.968
1623718,686.014
1623719,706.836
1623720,730.738
1623721,751.484
1623722,772.397
1623723,781.129
1623800,777.076
1623801,727.364
1623802,660.07
1623803,605.518
1623804,567.608
1623805,546.293
1623806,533.166
1623807,529.152
1623808,542.913
1623809,576.611
1623810,639.136
1623811,684.245
1623812,701.628
1623813,710.254
1623814,728.023
1623815,726.34
1623816,737.194
1623817,749.088
1623818,749.715
1623819,750.365
1623820,770.54
1623821,779.048
1623822,775.998
1623823,781.934
1623900,784.297
1623901,739.771
1623902,680.931
1623903,627.723
1623904,591.311
1623905,568.996
1623906,554.271
1623907,553.984
1623908,569.946
1623909,598.499
1623910,665.907
1623911,725.037
1623912,750.395
1623913,750.933
1623914,752.908
1623915,744.915
1623916,734.103
1623917,735.033
1623918,739.128
1623919,737.627
1623920,750.845
1623921,764.437
1623922,774.34
1623923,769.532
1624000,766.473
1624001,720.05
1624002,657.555
1624003,601.867
1624004,559.218
1624005,536.203
1624006,521.639
1624007,513.453
1624008,514.075
1624009,526.825
1624010,558.623
1624011,582.865
1624012,600.387
1624013,604.99
1624014,599.178
1624015,601.299
1624016,604.58
1624017,610.695
1624018,615.941
1624019,628.883
1624020,657.213
1624021,694.177
1624022,710.26
1624023,718.615
1624100,718.796
1624101,675.652
1624102,624.001
1624103,581.082
1624104,537.827
1624105,515.186
1624106,499.875
1624107,495.736
1624108,494.828
1624109,507.513
1624110,533.736
1624111,558.399
1624112,590.129
1624113,591.507
1624114,594.451
1624115,602.721
1624116,614.486
1624117,627.412
1624118,644.322
1624119,670.096
1624120,699.842
1624121,739.134
1624122,757.779
1624123,768.621
1624200,758.097
1624201,709.356
1624202,647.203
1624203,607.517
1624204,571.788
1624205,555.679
1624206,547.424
1624207,540.884
1624208,550.894
1624209,589.881
1624210,653.821
1624211,690.306
1624212,701.345
1624213,695.072
1624214,689.977
1624215,691.699
1624216,692.557
1624217,683.127
1624218,680.023
1624219,678.16
1624220,693.611
1624221,710.798
1624222,728.181
1624223,739.783
1624300,731.449
1624301,677.455
1624302,609.462
1624303,557.385
1624304,522.164
1624305,495.122
1624306,474.327
1624307,473.867
1624308,494.428
1624309,531.454
1624310,601.462
1624311,640.981
1624312,636.078
1624313,623.728
1624314,620.839
1624315,635.906
1624316,638.104
1624317,649.111
1624318,656.017
1624319,665.813
1624320,689.705
1624321,713.285
1624322,725.243
1624323,747.648
1624400,746.292
1624401,688.67
1624402,622.706
1624403,569.693
1624404,535.621
1624405,514.13
1624406,506.792
1624407,504.362
1624408,520.877
1624409,566.204
1624410,647.669
1624411,694.29
1624412,699.734
1624413,702.83
1624414,711.748
1624415,708.345
1624416,700.015
1624417,708.151
1624418,703.872
1624419,704.475
1624420,724.023
1624421,738.367
1624422,746.795
1624423,758.757
1624500,755.636
1624501,702.325
1624502,635.041
1624503,583.035
1624504,551.321
1624505,529.837
1624506,517.71
1624507,510.691
1624508,522.127
1624509,569.037
1624510,644.422
1624511,677.464
1624512,662.604
1624513,645.867
1624514,642.389
1624515,641.676
1624516,635.577
1624517,634.791
1624518,639.207
1624519,645.496
1624520,667.769
1624521,691.502
1624522,711.684
1624523,725.398
1624600,724.351
1624601,669.324
1624602,607.164
1624603,553.884
1624604,515.714
1624605,495.714
1624606,486.606
1624607,480.493
1624608,495.489
1624609,536.775
1624610,610.649
1624611,648.98
1624612,657.2
1624613,644.671
1624614,631.056
1624615,604.798
1624616,590.261
1624617,594.906
1624618,592.328
1624619,595.423
1624620,614.022
1624621,641.339
1624622,661.564
1624623,671.393
1624700,669.526
1624701,627.675
1624702,571.09
1624703,520.922
1624704,488.107
1624705,467.866
1624706,455.409
1624707,450.87
1624708,452.852
1624709,467.959
1624710,492.946
1624711,519.009
1624712,529.32
1624713,527.752
1624714,511.708
1624715,501.448
1624716,498.225
1624717,496.321
1624718,500.132
1624719,518.722
1624720,549.46
1624721,593.494
1624722,622.06
1624723,638.294
1624800,638.958
1624801,600.177
1624802,552.464
1624803,511.911
1624804,480.334
1624805,458.333
1624806,448.117
1624807,443.783
1624808,444.339
1624809,454.877
1624810,474.714
1624811,500.274
1624812,516.059
1624813,517.032
1624814,513.152
1624815,507.165
1624816,507.441
1624817,510.169
1624818,516.989
1624819,537.783
1624820,574.508
1624821,621.473
1624822,644.099
1624823,660.22
1624900,658.725
1624901,618.328
1624902,571.284
1624903,526.377
1624904,493.41
1624905,472.182
1624906,460.897
1624907,456.66
1624908,457.977
1624909,468.764
1624910,489.324
1624911,515.174
1624912,538.573
1624913,541.546
1624914,541.991
1624915,545.852
1624916,547.804
1624917,548.561
1624918,558.875
1624919,579.767
1624920,616.691
1624921,665.618
1624922,697.8
1624923,715.974
1625000,712.224
1625001,647.774
1625002,581.299
1625003,529.902
1625004,502.286
1625005,483.589
1625006,473.847
1625007,468.841
1625008,484.087
1625009,529.09
1625010,609.159
1625011,645.75
1625012,640.171
1625013,635.771
1625014,641.853
1625015,651.807
1625016,661.186
1625017,685.485
1625018,703.828
1625019,709.765
1625020,725.738
1625021,749.779
1625022,767.676
1625023,785.281
1625100,771.395
1625101,711.422
1625102,641.816
1625103,586.969
1625104,556.609
1625105,536.759
1625106,527.803
1625107,522.223
1625108,528.088
1625109,561.993
1625110,637.946
1625111,678.229
1625112,682.714
1625113,677.798
1625114,685.574
1625115,692.161
1625116,705.134
1625117,720.143
1625118,720.377
1625119,734.305
1625120,753.315
1625121,782.625
1625122,800.291
1625123,814.604
1625200,802.65
1625201,743.262
1625202,671.314
1625203,616.108
1625204,577.931
1625205,554.163
1625206,543.318
1625207,539.978
1625208,550.695
1625209,593.152
1625210,676.441
1625211,712.307
1625212,724.734
1625213,728.414
1625214,732.08
1625215,720.676
1625216,713.272
1625217,730.612
1625218,753.963
1625219,771.553
1625220,789.428
1625221,812.174
1625222,815.383
1625223,829.285
1625300,811.199
1625301,756.917
1625302,692.46
1625303,642
1625304,607.575
1625305,587.266
1625306,574.639
1625307,570.049
1625308,582.007
1625309,627.83
1625310,708.354
1625311,746.41
1625312,746.496
1625313,738.128
1625314,742.368
1625315,739.664
1625316,728.2
1625317,733.691
1625318,738.53
1625319,742.579
1625320,762.26
1625321,774.83
1625322,783.03
1625323,789.718
1625400,772.295
1625401,717.281
1625402,655.577
1625403,599.519
1625404,562.523
1625405,539.738
1625406,525.219
1625407,518.253
1625408,518.819
1625409,531.572
1625410,559.321
1625411,585.661
1625412,602.226
1625413,619.304
1625414,641.049
1625415,641.973
1625416,652.809
1625417,670.773
1625418,667.575
1625419,671.999
1625420,686.348
1625421,704.156
1625422,713.253
1625423,730.735
1625500,724.76
1625501,688.649
1625502,646.97
1625503,607.552
1625504,578.638
1625505,566.669
1625506,555.305
1625507,549.209
1625508,547.656
1625509,548.623
1625510,571.736
1625511,589.255
1625512,613.244
1625513,628.458
1625514,619.526
1625515,584.583
1625516,563.284
1625517,548.521
1625518,543.234
1625519,549.09
1625520,579.83
1625521,623.973
1625522,654.407
1625523,673.37
1625600,658.471
1625601,601.96
1625602,547.167
1625603,503.331
1625604,475.642
1625605,459.908
1625606,451.863
1625607,450.787
1625608,463.705
1625609,508.96
1625610,587.374
1625611,622.031
1625612,599.747
1625613,575.185
1625614,570.58
1625615,567.23
1625616,563.044
1625617,573.02
1625618,574.876
1625619,586.851
1625620,614.113
1625621,657.277
1625622,686.435
1625623,705.762
1625700,688.053
1625701,631.059
1625702,567.911
1625703,522.107
1625704,489.467
1625705,472.833
1625706,463.789
1625707,462.725
1625708,474.482
1625709,518.807
1625710,596.418
1625711,632.533
1625712,611.362
1625713,587.859
1625714,579.575
1625715,582.734
1625716,585.141
1625717,597.262
1625718,606.258
1625719,623.169
1625720,656.167
1625721,693.828
1625722,717.455
1625723,739.588
1625800,723.211
1625801,668.846
1625802,604.852
1625803,555.429
1625804,523.093
1625805,505.853
1625806,495.826
1625807,493.733
1625808,506.82
1625809,550.294
1625810,634.893
1625811,679.481
1625812,689.922
1625813,696.939
1625814,712.085
1625815,709.535
1625816,703.893
1625817,693.166
1625818,676.531
1625819,666.789
1625820,658.002
1625821,670.75
1625822,682.538
1625823,703.001
1625900,685.182
1625901,634.592
1625902,567.738
1625903,520.887
1625904,493.563
1625905,470.502
1625906,459.897
1625907,458.839
1625908,473.54
1625909,516.513
1625910,599.313
1625911,631.663
1625912,605.791
1625913,573.047
1625914,556.303
1625915,549.725
1625916,541.664
1625917,546.799
1625918,546.414
1625919,554.552
1625920,582.958
1625921,627.514
1625922,659.059
1625923,683.115
1626000,671.825
1626001,617.971
1626002,556.87
1626003,509.586
1626004,478.957
1626005,463.977
1626006,456.007
1626007,452.943
1626008,465.681
1626009,506.943
1626010,590.681
1626011,627.087
1626012,603.81
1626013,575.913
1626014,551.957
1626015,545.167
1626016,538.235
1626017,544.825
1626018,545.291
1626019,556.862
1626020,582.966
1626021,617.378
1626022,643.089
1626023,665.429
1626100,647.775
1626101,606.08
1626102,554.064
1626103,506.905
1626104,474.539
1626105,458.326
1626106,448.18
1626107,443.594
1626108,450.707
1626109,469.764
1626110,503.386
1626111,536.641
1626112,544.597
1626113,531.086
1626114,507.15
1626115,495.327
1626116,497.832
1626117,505.037
1626118,511.159
1626119,546.267
1626120,583.523
1626121,618.272
1626122,639.959
1626123,658.791
1626200,644.151
1626201,606.391
1626202,565.593
1626203,527.586
1626204,497.815
1626205,480.941
1626206,470.771
1626207,467.375
1626208,470.657
1626209,481.352
1626210,508.903
1626211,547.516
1626212,587.612
1626213,605.862
1626214,604.761
1626215,612.751
1626216,611.243
1626217,615.41
1626218,620.937
1626219,635.934
1626220,661.48
1626221,684.32
1626222,709.194
1626223,733.555
1626300,715.628
1626301,658.785
1626302,604.819
1626303,556.987
1626304,531.599
1626305,513.959
1626306,504.135
1626307,501.878
1626308,516.488
1626309,559.745
1626310,646.367
1626311,697.279
1626312,710.681
1626313,715.604
1626314,715.103
1626315,705.122
1626316,699.709
1626317,712.701
1626318,703.91
1626319,703.922
1626320,710.679
1626321,731.349
1626322,749.984
1626323,773.721
1626400,749.647
1626401,690.868
1626402,626.221
1626403,573.967
1626404,541.294
1626405,520.93
1626406,509.342
1626407,508.109
1626408,520.619
1626409,567.675
1626410,645.717
1626411,684.766
1626412,678.729
1626413,656.453
1626414,639.614
1626415,640.983
1626416,642.833
1626417,665.377
1626418,678.358
1626419,700.268
1626420,720.555
1626421,746.36
1626422,767.075
1626423,791.218
1626500,763.592
1626501,701.178
1626502,634.827
1626503,579.338
1626504,546.052
1626505,521.501
1626506,506.838
1626507,501.508
1626508,508.933
1626509,544.864
1626510,622.468
1626511,654.357
1626512,634.019
1626513,612.501
1626514,605.009
1626515,600.005
1626516,600.621
1626517,609.785
1626518,619.697
1626519,635.388
1626520,662.927
1626521,700.357
1626522,716.035
1626523,739.345
1626600,714.645
1626601,658.254
1626602,593.225
1626603,542.18
1626604,512.791
1626605,493.063
1626606,481.998
1626607,479.865
1626608,494.414
1626609,535.806
1626610,617.998
1626611,653.285
1626612,631.939
1626613,620.682
1626614,608.851
1626615,606.828
1626616,608.039
1626617,625.699
1626618,638.398
1626619,656.469
1626620,683.656
1626621,710.145
1626622,725.134
1626623,748.042
1626700,722.497
1626701,666.88
1626702,601.497
1626703,550.464
1626704,518.382
1626705,500.596
1626706,488.93
1626707,487.542
1626708,498.254
1626709,534.988
1626710,611.896
1626711,667.809
1626712,678.608
1626713,680.38
1626714,683.077
1626715,675.27
1626716,655.177
1626717,647.414
1626718,646.291
1626719,639.181
1626720,640.106
1626721,647.822
1626722,655.449
1626723,663.98
1626800,644.882
1626801,602.015
1626802,549.967
1626803,505.488
1626804,475.479
1626805,459.119
1626806,448.998
1626807,444.241
1626808,448.701
1626809,470.542
1626810,507.124
1626811,538.89
1626812,548.259
1626813,535.293
1626814,503.633
1626815,487.824
1626816,488.638
1626817,480.159
1626818,480.009
1626819,490.779
1626820,522.448
1626821,569.905
1626822,600.187
1626823,623.375
1626900,609.556
1626901,572.5
1626902,530.348
1626903,489.732
1626904,461.519
1626905,444.059
1626906,436.003
1626907,434.096
1626908,435.503
1626909,450.786
1626910,479.834
1626911,506.65
1626912,511.352
1626913,501.353
1626914,490.072
1626915,473.323
1626916,466.995
1626917,458.672
1626918,457.102
1626919,475.73
1626920,520.244
1626921,584.279
1626922,626.124
1626923,653.221
1627000,630.674
1627001,580.731
1627002,523.84
1627003,484.549
1627004,461.988
1627005,448.807
1627006,443.199
1627007,444.092
1627008,459.442
1627009,509.541
1627010,598.49
1627011,639.418
1627012,609.661
1627013,572.324
1627014,548.27
1627015,538.576
1627016,528.241
1627017,532.714
1627018,537.844
1627019,579.052
1627020,611.498
1627021,643.386
1627022,673.535
1627023,696.533
1627100,671.482
1627101,610.417
1627102,557.252
1627103,515.261
1627104,483.345
1627105,467.521
1627106,461.202
1627107,457.871
1627108,471.19
1627109,509.048
1627110,591.964
1627111,638.574
1627112,625.332
1627113,607.801
1627114,582.263
1627115,560.125
1627116,552.953
1627117,563.383
1627118,566.681
1627119,571.71
1627120,599.943
1627121,641.84
1627122,672.217
1627123,693.138
1627200,665.253
1627201,607.771
1627202,547.714
1627203,501.916
1627204,473.27
1627205,458.136
1627206,449.411
1627207,448.759
1627208,461.663
1627209,509.678
1627210,598.005
1627211,639.83
1627212,624.791
1627213,607.164
1627214,603.687
1627215,606.334
1627216,599.495
1627217,594.334
1627218,586.896
1627219,587.551
1627220,606.231
1627221,640.118
1627222,672.763
1627223,692.839
1627300,666.339
1627301,609.309
1627302,548.044
1627303,501.028
1627304,474.198
1627305,455.094
1627306,448.032
1627307,445.21
1627308,458.915
1627309,504.608
1627310,589.239
1627311,628.312
1627312,602.388
1627313,569.906
1627314,549.088
1627315,535.918
1627316,526.779
1627317,537.555
1627318,541.046
1627319,561.15
1627320,593.717
1627321,636.206
1627322,665.397
1627323,686.093
1627400,662.587
1627401,609.01
1627402,550.115
1627403,498.451
1627404,470.515
1627405,455.843
1627406,445.512
1627407,443.278
1627408,457.568
1627409,501.201
1627410,585.549
1627411,630.168
1627412,628.844
1627413,619.809
1627414,605.729
1627415,591.09
1627416,565.55
1627417,564.302
1627418,570.175
1627419,577.816
1627420,599.034
1627421,615.882
1627422,640.164
1627423,653.552
1627500,632.073
1627501,587.744
1627502,536.007
1627503,488.47
1627504,455.844
1627505,437.962
1627506,430.289
1627507,427.157
1627508,432.064
1627509,453.007
1627510,489.416
1627511,534.276
1627512,566.457
1627513,584.057
1627514,584.532
1627515,581.647
1627516,572.746
1627517,570.203
1627518,566.372
1627519,565.863
1627520,586.06
1627521,609.142
1627522,628.866
1627523,631.337
1627600,612.014
1627601,569.52
1627602,527.438
1627603,491.225
1627604,461.903
1627605,441.813
1627606,428.025
1627607,423.811
1627608,427.39
1627609,442.688
1627610,473.261
1627611,509.99
1627612,554.2
1627613,581.508
1627614,586.01
1627615,584.546
1627616,583.59
1627617,582.114
1627618,587.084
1627619,599.671
1627620,613.213
1627621,638.889
1627622,659.342
1627623,664.767
1627700,642.256
1627701,587.235
1627702,531.106
1627703,488.926
1627704,465.142
1627705,451.281
1627706,445.882
1627707,445.419
1627708,461.252
1627709,507.63
1627710,597.023
1627711,650.982
1627712,664.529
1627713,659.598
1627714,655.529
1627715,647.66
1627716,632.145
1627717,631.95
1627718,626.381
1627719,624.92
1627720,637.377
1627721,662.412
1627722,693.483
1627723,704.6
1627800,674.044
1627801,621.37
1627802,557.049
1627803,521.101
1627804,485.956
1627805,468.232
1627806,459.706
1627807,457.665
1627808,474.596
1627809,520.673
1627810,605.599
1627811,657.438
1627812,663.577
1627813,654.471
1627814,648.512
1627815,641.758
1627816,627.831
1627817,623.273
1627818,613.201
1627819,612.16
1627820,621.711
1627821,654.04
1627822,686.67
1627823,702.399
1627900,675.589
1627901,621.847
1627902,561.489
1627903,519.031
1627904,485.53
1627905,466.854
1627906,458.704
1627907,458.008
1627908,472.489
1627909,515.157
1627910,606.891
1627911,655.722
1627912,649.721
1627913,635.417
1627914,610.706
1627915,580.966
1627916,564.198
1627917,570.956
1627918,572.644
1627919,585.067
1627920,608.948
1627921,653.697
1627922,691.434
1627923,707.827
1628000,679.499
1628001,621.38
1628002,560.629
1628003,519.96
1628004,486.653
1628005,468.627
1628006,461.479
1628007,457.588
1628008,473.621
1628009,518.493
1628010,607.645
1628011,652.669
1628012,634.08
1628013,603.33
1628014,576.206
1628015,557.477
1628016,552.417
1628017,556.588
1628018,561.869
1628019,575.799
1628020,608.066
1628021,652.88
1628022,686.755
1628023,704.861
1628100,688.597
1628101,624.555
1628102,564.543
1628103,521.185
1628104,482.626
1628105,466.93
1628106,459.478
1628107,456.795
1628108,469.924
1628109,513.797
1628110,599.763
1628111,645.615
1628112,628.073
1628113,595.434
1628114,570.129
1628115,560.458
1628116,549.074
1628117,552.71
1628118,558.274
1628119,571.134
1628120,600.491
1628121,642.858
1628122,674.062
1628123,685.135
1628200,660.819
1628201,618.049
1628202,569.499
1628203,528.664
1628204,489.832
1628205,468.407
1628206,458.836
1628207,454.832
1628208,459.782
1628209,479.711
1628210,521.756
1628211,554.344
1628212,578.968
1628213,592.679
1628214,575.431
1628215,560.565
1628216,565.179
1628217,570.93
1628218,577.376
1628219,584.101
1628220,601.147
1628221,632.808
1628222,661.12
1628223,656.674
1628300,635.316
1628301,593.619
1628302,547.37
1628303,511.502
1628304,472.611
1628305,454.213
1628306,443.776
1628307,440.334
1628308,443.629
1628309,454.95
1628310,488.373
1628311,528.659
1628312,575.667
1628313,603.049
1628314,599.863
1628315,583.244
1628316,572.077
1628317,567.678
1628318,577.108
1628319,585.605
1628320,608.544
1628321,640.757
1628322,667.056
1628323,674
1628400,648.505
1628401,594.94
1628402,545.621
1628403,512.745
1628404,478.58
1628405,459.343
1628406,452.309
1628407,454.036
1628408,469.15
1628409,509.38
1628410,588.512
1628411,642.623
1628412,654.115
1628413,641.855
1628414,616.226
1628415,583.743
1628416,560.678
1628417,544.814
1628418,532.264
1628419,541.722
1628420,578.647
1628421,645.3
1628422,693.555
1628423,703.836
1628500,678.137
1628501,624.049
1628502,563.785
1628503,516.866
1628504,491.813
1628505,475.084
1628506,468.341
1628507,469.66
1628508,487.488
1628509,533.295
1628510,624.253
1628511,668.904
1628512,637.415
1628513,593.245
1628514,566.454
1628515,548.889
1628516,533.873
1628517,533.353
1628518,535.841
1628519,552.163
1628520,587.689
1628521,645.926
1628522,692.197
1628523,700.905
1628600,673.104
1628601,617.912
1628602,557.936
1628603,512.37
1628604,483.733
1628605,469.189
1628606,461.182
1628607,462.239
1628608,476.877
1628609,525.148
1628610,613.753
1628611,666.795
1628612,657.643
1628613,625.528
1628614,591.751
1628615,551.044
1628616,539.701
1628617,538.366
1628618,541.422
1628619,558.114
1628620,595.103
1628621,648.111
1628622,687.936
1628623,697.319
1628700,670.541
1628701,619.702
1628702,556.943
1628703,512.139
1628704,486.296
1628705,472.382
1628706,465.11
1628707,462.598
1628708,477.431
1628709,528.921
1628710,613.62
1628711,658.464
1628712,648.033
1628713,631.925
1628714,610.966
1628715,623.396
1628716,634.623
1628717,663.548
1628718,668.121
1628719,660.013
1628720,661.533
1628721,673.972
1628722,696.893
1628723,695.822
1628800,668.959
1628801,616.283
1628802,558.164
1628803,517.693
1628804,486.508
1628805,469.306
1628806,463.285
1628807,461.902
1628808,478.022
1628809,523.108
1628810,613.411
1628811,659.9
1628812,634.123
1628813,590.385
1628814,556.669
1628815,536.506
1628816,516.918
1628817,512.603
1628818,508.058
1628819,520.939
1628820,554.261
1628821,618.172
1628822,660.821
1628823,667.293
1628900,648.827
1628901,610.34
1628902,561.129
1628903,523.648
1628904,489.033
1628905,472.163
1628906,465.016
1628907,462.274
1628908,469.395
1628909,491.513
1628910,532.291
1628911,572.824
1628912,576.909
1628913,547.721
1628914,525.576
1628915,512.913
1628916,490.56
1628917,477.589
1628918,475.588
1628919,486.402
1628920,530.107
1628921,594.825
1628922,638.122
1628923,640.796
1629000,620.59
1629001,582.271
1629002,537.371
1629003,506.663
1629004,473.601
1629005,455.52
1629006,444.732
1629007,445.684
1629008,449.994
1629009,464.248
1629010,493.309
1629011,531.651
1629012,562.618
1629013,585.855
1629014,571.457
1629015,549.345
1629016,550.049
1629017,555.824
1629018,559.649
1629019,572.97
1629020,604.652
1629021,642.356
1629022,670.647
1629023,663.868
1629100,638.131
1629101,584.445
1629102,531.561
1629103,497.243
1629104,465.909
1629105,451.674
1629106,442.919
1629107,443.607
1629108,458.903
1629109,504.845
1629110,594.159
1629111,646.449
1629112,644.359
1629113,625.361
1629114,612.269
1629115,590.607
1629116,564.473
1629117,564.034
1629118,569.317
1629119,584.927
1629120,610.325
1629121,655.542
1629122,689.07
1629123,687.521
1629200,661.374
1629201,608.699
1629202,548.273
1629203,511.189
1629204,477.369
1629205,464.487
1629206,457.234
1629207,455.282
1629208,468.931
1629209,515.839
1629210,608.309
1629211,665.224
1629212,654.444
1629213,636.201
1629214,624.561
1629215,615.011
1629216,605.071
1629217,599.414
1629218,611.135
1629219,619.708
1629220,645.214
1629221,682.725
1629222,720.022
1629223,719.118
1629300,688.639
1629301,637.333
1629302,575.918
1629303,539.919
1629304,507.62
1629305,487.98
1629306,478.467
1629307,475.412
1629308,486.668
1629309,523.717
1629310,608.054
1629311,652.717
1629312,631.991
1629313,603.286
1629314,585.731
1629315,578.373
1629316,563.725
1629317,562.117
1629318,562.881
1629319,568.27
1629320,600.607
1629321,645.267
1629322,682.42
1629323,684.709
1629400,655.107
1629401,600.185
1629402,545.337
1629403,506.466
1629404,472.792
1629405,451.397
1629406,445.733
1629407,446.026
1629408,458.439
1629409,502.876
1629410,592.055
1629411,639.716
1629412,631.625
1629413,631.757
1629414,634.99
1629415,634.201
1629416,645.444
1629417,660.241
1629418,657.345
1629419,658.506
1629420,666.628
1629421,691.817
1629422,708.229
1629423,696.075
1629500,667.809
1629501,616.932
1629502,558.816
1629503,518.914
1629504,485.01
1629505,468.085
1629506,457.972
1629507,459.339
1629508,472.146
1629509,515.311
1629510,591.303
1629511,649.829
1629512,661.501
1629513,655.247
1629514,643.661
1629515,629.89
1629516,617.472
1629517,639.717
1629518,651.022
1629519,644.998
1629520,648.791
1629521,663.582
1629522,674.169
1629523,658.673
1629600,635.131
1629601,593.57
1629602,544.188
1629603,506.103
1629604,472.412
1629605,454.613
1629606,443.989
1629607,444.081
1629608,449.288
1629609,469.573
1629610,512.314
1629611,550.06
1629612,585.894
1629613,609.298
1629614,615.048
1629615,612.695
1629616,608.734
1629617,604.034
1629618,604.219
1629619,609.055
1629620,626.845
1629621,660.017
1629622,663.498
1629623,647.956
1629700,627.04
1629701,590.324
1629702,550.058
1629703,519.955
1629704,486.639
1629705,467.718
1629706,454.23
1629707,451.256
1629708,455.427
1629709,475.858
1629710,507.276
1629711,546.609
1629712,589.646
1629713,615.852
1629714,613.138
1629715,598.726
1629716,561.908
1629717,534.173
1629718,510.891
1629719,519.358
1629720,565.299
1629721,631.046
1629722,671.896
1629723,665.767
1629800,638.912
1629801,586.447
1629802,535.347
1629803,502.268
1629804,472.637
1629805,456.308
1629806,448.314
1629807,445.31
1629808,459.114
1629809,507.455
1629810,598.563
1629811,649.769
1629812,635.903
1629813,610.695
1629814,589.449
1629815,569.957
1629816,563.038
1629817,569.471
1629818,578.71
1629819,599.968
1629820,629.613
1629821,672.326
1629822,699.472
1629823,691.906
1629900,664.343
1629901,613.69
1629902,555.435
1629903,514.761
1629904,482.447
1629905,467.872
1629906,459.324
1629907,460.987
1629908,479.168
1629909,527.464
1629910,617.568
1629911,673.362
1629912,666.102
1629913,648.168
1629914,624.469
1629915,624.718
1629916,623.151
1629917,628.448
1629918,628.532
1629919,635.234
1629920,654.84
1629921,698.772
1629922,727.263
1629923,719.932
1630000,694.647
1630001,642.083
1630002,582.538
1630003,544.307
1630004,511.406
1630005,494.352
1630006,485.828
1630007,486.136
1630008,503.997
1630009,551.14
1630010,644.206
1630011,700.456
1630012,698.552
1630013,685.421
